Source,Target,Type,id,label,timeset,weight
13893,10556,Undirected,295581,,,16
14296,10556,Undirected,289153,,,16
14296,12299,Undirected,278146,,,16
14405,10769,Undirected,255709,,,16
14407,14414,Undirected,255703,,,16
10472,10530,Undirected,233877,,,15
10472,10738,Undirected,232949,,,15
10476,11450,Undirected,232394,,,15
10476,11513,Undirected,228604,,,15
10476,11603,Undirected,229648,,,15
10476,11943,Undirected,231560,,,15
10476,12106,Undirected,257430,,,15
10476,13077,Undirected,265433,,,15
10477,11326,Undirected,231516,,,15
10483,10476,Undirected,224141,,,15
10500,10575,Undirected,244424,,,15
10500,12218,Undirected,244461,,,15
10502,10505,Undirected,274746,,,15
10521,10556,Undirected,235672,,,15
10521,10658,Undirected,254979,,,15
10521,13344,Undirected,255047,,,15
10521,15326,Undirected,289203,,,15
10525,10558,Undirected,230805,,,15
10527,10532,Undirected,226076,,,15
10529,11976,Undirected,285551,,,15
10530,10669,Undirected,239171,,,15
10530,10706,Undirected,228394,,,15
10534,10521,Undirected,233434,,,15
10534,11140,Undirected,232323,,,15
10535,10588,Undirected,244083,,,15
10535,10721,Undirected,228013,,,15
10535,10775,Undirected,232735,,,15
10535,12138,Undirected,233015,,,15
10537,10625,Undirected,270570,,,15
10538,10541,Undirected,240967,,,15
10539,11508,Undirected,228838,,,15
10539,11979,Undirected,232887,,,15
10541,10579,Undirected,224554,,,15
10542,10769,Undirected,254217,,,15
10542,11674,Undirected,233365,,,15
10551,10527,Undirected,247741,,,15
10551,11532,Undirected,278851,,,15
10551,12363,Undirected,256527,,,15
10552,10577,Undirected,246955,,,15
10552,10656,Undirected,261683,,,15
10552,12818,Undirected,270792,,,15
10552,13166,Undirected,243793,,,15
10553,10560,Undirected,236017,,,15
10556,12779,Undirected,276988,,,15
10557,10560,Undirected,236561,,,15
10557,10638,Undirected,240643,,,15
10558,11980,Undirected,231785,,,15
10558,12925,Undirected,241151,,,15
10559,10571,Undirected,231099,,,15
10559,10773,Undirected,225132,,,15
10559,11469,Undirected,231098,,,15
10560,10499,Undirected,266879,,,15
10560,10800,Undirected,268310,,,15
10561,10499,Undirected,266865,,,15
10561,10994,Undirected,231075,,,15
10561,15648,Undirected,301474,,,15
10561,15649,Undirected,295696,,,15
10565,11263,Undirected,234368,,,15
10566,10499,Undirected,272519,,,15
10566,10530,Undirected,227888,,,15
10566,10828,Undirected,302875,,,15
10566,10829,Undirected,225481,,,15
10569,11838,Undirected,266667,,,15
10570,10769,Undirected,230846,,,15
10571,10580,Undirected,224505,,,15
10571,11823,Undirected,230856,,,15
10571,13710,Undirected,249428,,,15
10575,11165,Undirected,288311,,,15
10577,10476,Undirected,224348,,,15
10577,10773,Undirected,274863,,,15
10621,10539,Undirected,238290,,,15
10622,10476,Undirected,226563,,,15
10625,10527,Undirected,247698,,,15
10625,10774,Undirected,269945,,,15
10625,10963,Undirected,232388,,,15
10625,10983,Undirected,247609,,,15
10625,11165,Undirected,226890,,,15
10632,11510,Undirected,244122,,,15
10638,10543,Undirected,227960,,,15
10638,10673,Undirected,240716,,,15
10638,11300,Undirected,227054,,,15
10643,10637,Undirected,230589,,,15
10645,11544,Undirected,230577,,,15
10655,11995,Undirected,281690,,,15
10656,10472,Undirected,232945,,,15
10656,10535,Undirected,232938,,,15
10665,10625,Undirected,243850,,,15
10679,11366,Undirected,242221,,,15
10679,12130,Undirected,232693,,,15
10679,12749,Undirected,245487,,,15
10679,12887,Undirected,266527,,,15
10685,10693,Undirected,225731,,,15
10689,10687,Undirected,231154,,,15
10689,10892,Undirected,274460,,,15
10689,11029,Undirected,248774,,,15
10692,10749,Undirected,228194,,,15
10693,12290,Undirected,235052,,,15
10698,11038,Undirected,226093,,,15
10698,11228,Undirected,226797,,,15
10698,11438,Undirected,237973,,,15
10698,12220,Undirected,234592,,,15
10699,10936,Undirected,228408,,,15
10702,10541,Undirected,228771,,,15
10704,10558,Undirected,268792,,,15
10711,10543,Undirected,225411,,,15
10711,10594,Undirected,224999,,,15
10711,10598,Undirected,225402,,,15
10711,10605,Undirected,230922,,,15
10711,10795,Undirected,267594,,,15
10711,11585,Undirected,290986,,,15
10711,12279,Undirected,254276,,,15
10738,10539,Undirected,228597,,,15
10747,10534,Undirected,243506,,,15
10758,10761,Undirected,230075,,,15
10769,11390,Undirected,231085,,,15
10771,10773,Undirected,225120,,,15
10774,10558,Undirected,235734,,,15
10774,10571,Undirected,231110,,,15
10774,11811,Undirected,337961,,,15
10774,11873,Undirected,266905,,,15
10789,11279,Undirected,277520,,,15
10793,10556,Undirected,225144,,,15
10800,13428,Undirected,284847,,,15
10802,10504,Undirected,225244,,,15
10802,10804,Undirected,242670,,,15
10802,11469,Undirected,240382,,,15
10806,10911,Undirected,283368,,,15
10806,11469,Undirected,240464,,,15
10818,13513,Undirected,247538,,,15
10827,10601,Undirected,225392,,,15
10827,11668,Undirected,229904,,,15
10827,12138,Undirected,232903,,,15
10843,10525,Undirected,236553,,,15
10843,10571,Undirected,230822,,,15
10843,10828,Undirected,290987,,,15
10843,11149,Undirected,263819,,,15
10844,10742,Undirected,228784,,,15
10844,10744,Undirected,242403,,,15
10844,11108,Undirected,233740,,,15
10845,10534,Undirected,251858,,,15
10846,10538,Undirected,260588,,,15
10900,14018,Undirected,265451,,,15
10901,10571,Undirected,235443,,,15
10906,11701,Undirected,253676,,,15
10908,11155,Undirected,263817,,,15
10939,12330,Undirected,284010,,,15
10940,10476,Undirected,235263,,,15
10940,10532,Undirected,235387,,,15
10940,10994,Undirected,231139,,,15
10940,11996,Undirected,249728,,,15
10946,10641,Undirected,230756,,,15
10955,10956,Undirected,225792,,,15
10956,10958,Undirected,225774,,,15
10963,10551,Undirected,228299,,,15
10966,10970,Undirected,225853,,,15
10980,10638,Undirected,225828,,,15
10983,11364,Undirected,247612,,,15
10985,10638,Undirected,225895,,,15
10993,10688,Undirected,291198,,,15
10994,10546,Undirected,247967,,,15
10994,10549,Undirected,229839,,,15
11034,10570,Undirected,240307,,,15
11034,10747,Undirected,240306,,,15
11082,10571,Undirected,240298,,,15
11092,10553,Undirected,294207,,,15
11099,10551,Undirected,239196,,,15
11129,11289,Undirected,227444,,,15
11136,11135,Undirected,243975,,,15
11140,10476,Undirected,233310,,,15
11140,10827,Undirected,232473,,,15
11155,10620,Undirected,239181,,,15
11155,10906,Undirected,263784,,,15
11165,10543,Undirected,228712,,,15
11165,10547,Undirected,228703,,,15
11165,10602,Undirected,243524,,,15
11165,11439,Undirected,238798,,,15
11165,11545,Undirected,228916,,,15
11190,10577,Undirected,247957,,,15
11212,11215,Undirected,284502,,,15
11212,11218,Undirected,328939,,,15
11213,10472,Undirected,284488,,,15
11214,11217,Undirected,284561,,,15
11216,11211,Undirected,249438,,,15
11225,10532,Undirected,238533,,,15
11269,12279,Undirected,254158,,,15
11289,11140,Undirected,232325,,,15
11289,11375,Undirected,234266,,,15
11312,11325,Undirected,227267,,,15
11313,11318,Undirected,227759,,,15
11313,11321,Undirected,227475,,,15
11313,11325,Undirected,227349,,,15
11364,10532,Undirected,232591,,,15
11374,10774,Undirected,298951,,,15
11375,12085,Undirected,268867,,,15
11377,13155,Undirected,243659,,,15
11380,11129,Undirected,255813,,,15
11422,10738,Undirected,242011,,,15
11461,10693,Undirected,268391,,,15
11469,10808,Undirected,266214,,,15
11476,10803,Undirected,240441,,,15
11508,10556,Undirected,264999,,,15
11528,11532,Undirected,228921,,,15
11546,10645,Undirected,230524,,,15
11557,10549,Undirected,232819,,,15
11559,10607,Undirected,266722,,,15
11591,10532,Undirected,242845,,,15
11591,10570,Undirected,246057,,,15
11598,10476,Undirected,229396,,,15
11598,11508,Undirected,229703,,,15
11674,10541,Undirected,232969,,,15
11674,10625,Undirected,233839,,,15
11674,11289,Undirected,233828,,,15
11811,10556,Undirected,264863,,,15
11814,10504,Undirected,236356,,,15
11814,10560,Undirected,246735,,,15
11815,10551,Undirected,236433,,,15
11838,11262,Undirected,245471,,,15
11838,13428,Undirected,287357,,,15
11850,12096,Undirected,244184,,,15
11851,10539,Undirected,244356,,,15
11885,11165,Undirected,243964,,,15
11886,12828,Undirected,250614,,,15
11911,13512,Undirected,292264,,,15
11965,10921,Undirected,234602,,,15
11972,10558,Undirected,231781,,,15
12003,12819,Undirected,270865,,,15
12025,10685,Undirected,255440,,,15
12058,10698,Undirected,274402,,,15
12096,11858,Undirected,244058,,,15
12135,11559,Undirected,267566,,,15
12196,12198,Undirected,234482,,,15
12242,10774,Undirected,238617,,,15
12291,11165,Undirected,235043,,,15
12299,14278,Undirected,254748,,,15
12300,10584,Undirected,236111,,,15
12300,15699,Undirected,305493,,,15
12330,11088,Undirected,283736,,,15
12330,15649,Undirected,295700,,,15
12606,12608,Undirected,239825,,,15
12744,13428,Undirected,284845,,,15
12746,10801,Undirected,272208,,,15
12889,10806,Undirected,255288,,,15
13081,11816,Undirected,242918,,,15
13131,14423,Undirected,316638,,,15
13206,10539,Undirected,244153,,,15
13206,11850,Undirected,249954,,,15
13206,12096,Undirected,244371,,,15
13508,11911,Undirected,247523,,,15
13516,11911,Undirected,247534,,,15
13616,10532,Undirected,291874,,,15
13896,10688,Undirected,291204,,,15
14257,14259,Undirected,254596,,,15
14278,11823,Undirected,254866,,,15
14403,14405,Undirected,256250,,,15
14403,14407,Undirected,256007,,,15
14614,10556,Undirected,295630,,,15
14614,10561,Undirected,295682,,,15
14623,10533,Undirected,285307,,,15
14844,10556,Undirected,265725,,,15
15648,12330,Undirected,295612,,,15
15649,10556,Undirected,277669,,,15
15649,10679,Undirected,277666,,,15
18907,10551,Undirected,342959,,,15
18907,11093,Undirected,342960,,,15
10472,10638,Undirected,242297,,,14
10472,10827,Undirected,225498,,,14
10472,10844,Undirected,232666,,,14
10476,11146,Undirected,226538,,,14
10476,11443,Undirected,235264,,,14
10477,10535,Undirected,232406,,,14
10487,13610,Undirected,248745,,,14
10495,10513,Undirected,231691,,,14
10499,11263,Undirected,256902,,,14
10500,10560,Undirected,274772,,,14
10500,10577,Undirected,244423,,,14
10501,10493,Undirected,224228,,,14
10504,10571,Undirected,231089,,,14
10504,10806,Undirected,232776,,,14
10504,10843,Undirected,259984,,,14
10513,10507,Undirected,231654,,,14
10521,11216,Undirected,242765,,,14
10521,11289,Undirected,233998,,,14
10525,10571,Undirected,230813,,,14
10525,10577,Undirected,230804,,,14
10525,11971,Undirected,274161,,,14
10526,10532,Undirected,225646,,,14
10528,10557,Undirected,246919,,,14
10530,10637,Undirected,230550,,,14
10530,10846,Undirected,242545,,,14
10532,10536,Undirected,260596,,,14
10533,10829,Undirected,228684,,,14
10535,10635,Undirected,233425,,,14
10535,10742,Undirected,225450,,,14
10535,10810,Undirected,229746,,,14
10535,10842,Undirected,225449,,,14
10536,10557,Undirected,228312,,,14
10539,10504,Undirected,261490,,,14
10539,10711,Undirected,249374,,,14
10539,10774,Undirected,261496,,,14
10539,10900,Undirected,265419,,,14
10541,10580,Undirected,224555,,,14
10541,10842,Undirected,225431,,,14
10541,12925,Undirected,241153,,,14
10542,12218,Undirected,244441,,,14
10542,14030,Undirected,264421,,,14
10551,10754,Undirected,230027,,,14
10551,10769,Undirected,258295,,,14
10551,11216,Undirected,247742,,,14
10551,12882,Undirected,247738,,,14
10552,10525,Undirected,246954,,,14
10552,10541,Undirected,236946,,,14
10552,10556,Undirected,246939,,,14
10553,12179,Undirected,264341,,,14
10556,10598,Undirected,269918,,,14
10556,11747,Undirected,236379,,,14
10556,11870,Undirected,231247,,,14
10556,12306,Undirected,259030,,,14
10556,12714,Undirected,239221,,,14
10556,13031,Undirected,254606,,,14
10557,10994,Undirected,235471,,,14
10558,10544,Undirected,224674,,,14
10558,10580,Undirected,224673,,,14
10558,10842,Undirected,228578,,,14
10558,12113,Undirected,232620,,,14
10559,10565,Undirected,231102,,,14
10559,10570,Undirected,242973,,,14
10559,10800,Undirected,258354,,,14
10560,10476,Undirected,227775,,,14
10560,10558,Undirected,224666,,,14
10560,10802,Undirected,266540,,,14
10561,10541,Undirected,232753,,,14
10561,11815,Undirected,243127,,,14
10565,11128,Undirected,243503,,,14
10565,12923,Undirected,252521,,,14
10566,10476,Undirected,225479,,,14
10566,10500,Undirected,244422,,,14
10566,10558,Undirected,224623,,,14
10566,11469,Undirected,282062,,,14
10570,11128,Undirected,260744,,,14
10571,10831,Undirected,233347,,,14
10571,11366,Undirected,233350,,,14
10571,11437,Undirected,228220,,,14
10571,12138,Undirected,233339,,,14
10575,10499,Undirected,272517,,,14
10575,11289,Undirected,234005,,,14
10577,10829,Undirected,242194,,,14
10621,10909,Undirected,231954,,,14
10622,10552,Undirected,270847,,,14
10625,11156,Undirected,263803,,,14
10628,10477,Undirected,231723,,,14
10638,10675,Undirected,227952,,,14
10638,10779,Undirected,240536,,,14
10638,11014,Undirected,226037,,,14
10641,11784,Undirected,230675,,,14
10643,10551,Undirected,286396,,,14
10656,10963,Undirected,253549,,,14
10664,10538,Undirected,259995,,,14
10669,10645,Undirected,224800,,,14
10678,10560,Undirected,285045,,,14
10678,13175,Undirected,243891,,,14
10679,10652,Undirected,244089,,,14
10679,11067,Undirected,226239,,,14
10679,12388,Undirected,236422,,,14
10679,12750,Undirected,245492,,,14
10679,15650,Undirected,277701,,,14
10679,15652,Undirected,288988,,,14
10679,16049,Undirected,284073,,,14
10685,10708,Undirected,278738,,,14
10685,10938,Undirected,254799,,,14
10689,10855,Undirected,249165,,,14
10689,10924,Undirected,237408,,,14
10692,10693,Undirected,225047,,,14
10698,10928,Undirected,337764,,,14
10698,11849,Undirected,231191,,,14
10698,11968,Undirected,231698,,,14
10698,12470,Undirected,271410,,,14
10699,10924,Undirected,231894,,,14
10702,10539,Undirected,228592,,,14
10702,10575,Undirected,225507,,,14
10704,10541,Undirected,233196,,,14
10706,10476,Undirected,227796,,,14
10706,10571,Undirected,227795,,,14
10706,11027,Undirected,256782,,,14
10706,11036,Undirected,238568,,,14
10711,10585,Undirected,230919,,,14
10711,10840,Undirected,225404,,,14
10711,11390,Undirected,283652,,,14
10711,11868,Undirected,286973,,,14
10712,10722,Undirected,226775,,,14
10712,10938,Undirected,254765,,,14
10723,10625,Undirected,226565,,,14
10727,10729,Undirected,247420,,,14
10729,10575,Undirected,247455,,,14
10738,10827,Undirected,225463,,,14
10738,10844,Undirected,225466,,,14
10747,10526,Undirected,246421,,,14
10747,10844,Undirected,249412,,,14
10747,11128,Undirected,237651,,,14
10747,11214,Undirected,249410,,,14
10747,11557,Undirected,237838,,,14
10747,12233,Undirected,265277,,,14
10758,10551,Undirected,244927,,,14
10769,10744,Undirected,231080,,,14
10774,10632,Undirected,254616,,,14
10789,10679,Undirected,267543,,,14
10789,10769,Undirected,225137,,,14
10789,10790,Undirected,266489,,,14
10801,10561,Undirected,232707,,,14
10802,10566,Undirected,266771,,,14
10804,10585,Undirected,229350,,,14
10804,10826,Undirected,232645,,,14
10804,10873,Undirected,248535,,,14
10804,10996,Undirected,231130,,,14
10804,11276,Undirected,241662,,,14
10805,11939,Undirected,289675,,,14
10827,11513,Undirected,232429,,,14
10827,12120,Undirected,232670,,,14
10828,10576,Undirected,290398,,,14
10829,10845,Undirected,251818,,,14
10829,11916,Undirected,256553,,,14
10843,10556,Undirected,230815,,,14
10843,11972,Undirected,234287,,,14
10843,13364,Undirected,255980,,,14
10844,10635,Undirected,234061,,,14
10844,11668,Undirected,233751,,,14
10844,11980,Undirected,231749,,,14
10844,12142,Undirected,233747,,,14
10844,12809,Undirected,239693,,,14
10846,10558,Undirected,242624,,,14
10846,11140,Undirected,242898,,,14
10850,10698,Undirected,225624,,,14
10857,10532,Undirected,274288,,,14
10889,10891,Undirected,246398,,,14
10890,11779,Undirected,234666,,,14
10892,10706,Undirected,237989,,,14
10901,10551,Undirected,231805,,,14
10901,11591,Undirected,252492,,,14
10907,11701,Undirected,253659,,,14
10919,10698,Undirected,226081,,,14
10922,10706,Undirected,254804,,,14
10936,10938,Undirected,254779,,,14
10940,10656,Undirected,249659,,,14
10947,10948,Undirected,278454,,,14
10953,10553,Undirected,238799,,,14
10953,10638,Undirected,227802,,,14
10953,11165,Undirected,248584,,,14
10953,12736,Undirected,246082,,,14
10956,10951,Undirected,225775,,,14
10970,10946,Undirected,225876,,,14
10982,12182,Undirected,320272,,,14
10994,10810,Undirected,250620,,,14
10994,11503,Undirected,249634,,,14
11008,10738,Undirected,231012,,,14
11008,10987,Undirected,231013,,,14
11034,10565,Undirected,263618,,,14
11092,10558,Undirected,285638,,,14
11092,10829,Undirected,294208,,,14
11100,10617,Undirected,243941,,,14
11100,11165,Undirected,243940,,,14
11136,10532,Undirected,270420,,,14
11149,12002,Undirected,253811,,,14
11165,10607,Undirected,232411,,,14
11165,10839,Undirected,278075,,,14
11165,12292,Undirected,235040,,,14
11210,10565,Undirected,265299,,,14
11213,11218,Undirected,328920,,,14
11214,11216,Undirected,249434,,,14
11217,11211,Undirected,249444,,,14
11262,10561,Undirected,301304,,,14
11263,10802,Undirected,238652,,,14
11271,10805,Undirected,245529,,,14
11271,11838,Undirected,254328,,,14
11289,10534,Undirected,232343,,,14
11289,11364,Undirected,232341,,,14
11316,11311,Undirected,227479,,,14
11375,10843,Undirected,233637,,,14
11379,10556,Undirected,240388,,,14
11394,10571,Undirected,228326,,,14
11421,10532,Undirected,286207,,,14
11422,10565,Undirected,241949,,,14
11431,10747,Undirected,228315,,,14
11434,10712,Undirected,238590,,,14
11452,10532,Undirected,238529,,,14
11460,11464,Undirected,239261,,,14
11463,11459,Undirected,239260,,,14
11464,11459,Undirected,239839,,,14
11469,10588,Undirected,266530,,,14
11469,10780,Undirected,277695,,,14
11479,11374,Undirected,237911,,,14
11520,10625,Undirected,228842,,,14
11526,11530,Undirected,283068,,,14
11533,12291,Undirected,243922,,,14
11559,10589,Undirected,266718,,,14
11570,10908,Undirected,229231,,,14
11633,11221,Undirected,237355,,,14
11651,11699,Undirected,315347,,,14
11688,11464,Undirected,276212,,,14
11748,14278,Undirected,254722,,,14
11756,11464,Undirected,276176,,,14
11802,10643,Undirected,237317,,,14
11814,10556,Undirected,236367,,,14
11814,10559,Undirected,236359,,,14
11814,10711,Undirected,260420,,,14
11815,14291,Undirected,305527,,,14
11815,15696,Undirected,278114,,,14
11816,10558,Undirected,230953,,,14
11816,10679,Undirected,230954,,,14
11816,15696,Undirected,278119,,,14
11816,17788,Undirected,312593,,,14
11838,10769,Undirected,245478,,,14
11838,11269,Undirected,254635,,,14
11853,13213,Undirected,244062,,,14
11853,13234,Undirected,250426,,,14
11872,10584,Undirected,241580,,,14
11886,11633,Undirected,250564,,,14
11916,11853,Undirected,247565,,,14
11971,17153,Undirected,307562,,,14
11979,11380,Undirected,255969,,,14
11979,14423,Undirected,316650,,,14
12002,11567,Undirected,253627,,,14
12003,10625,Undirected,270822,,,14
12003,13166,Undirected,243789,,,14
12034,15394,Undirected,274691,,,14
12042,10805,Undirected,272436,,,14
12085,10476,Undirected,232297,,,14
12095,11853,Undirected,244141,,,14
12096,13223,Undirected,244126,,,14
12111,10476,Undirected,275757,,,14
12111,10551,Undirected,232580,,,14
12132,10806,Undirected,277966,,,14
12135,10802,Undirected,266562,,,14
12136,11469,Undirected,240367,,,14
12206,12121,Undirected,254933,,,14
12225,10476,Undirected,234657,,,14
12242,12243,Undirected,245645,,,14
12242,12588,Undirected,238603,,,14
12294,11821,Undirected,235083,,,14
12294,11823,Undirected,235084,,,14
12295,12296,Undirected,235088,,,14
12298,12300,Undirected,235074,,,14
12298,13081,Undirected,242940,,,14
12315,11823,Undirected,235134,,,14
12315,15699,Undirected,283643,,,14
12330,11469,Undirected,277686,,,14
12338,12339,Undirected,250536,,,14
12384,12135,Undirected,266692,,,14
12405,11633,Undirected,250659,,,14
12405,11886,Undirected,250717,,,14
12465,12025,Undirected,277037,,,14
12469,10698,Undirected,237342,,,14
12606,12609,Undirected,239826,,,14
12608,12609,Undirected,241840,,,14
12744,10679,Undirected,239382,,,14
12745,11939,Undirected,289603,,,14
12746,12748,Undirected,245541,,,14
12819,12818,Undirected,270867,,,14
12834,10521,Undirected,239936,,,14
12991,11269,Undirected,241610,,,14
13103,10532,Undirected,286314,,,14
13106,10698,Undirected,248989,,,14
13131,11131,Undirected,274993,,,14
13131,11380,Undirected,274974,,,14
13132,11131,Undirected,275020,,,14
13132,11380,Undirected,274979,,,14
13168,10625,Undirected,253833,,,14
13279,11771,Undirected,251967,,,14
13364,11523,Undirected,304550,,,14
13423,10638,Undirected,246261,,,14
13451,11422,Undirected,252767,,,14
13496,15326,Undirected,289202,,,14
13518,10569,Undirected,254586,,,14
13633,10532,Undirected,255059,,,14
13743,12300,Undirected,260390,,,14
14424,11129,Undirected,274980,,,14
14424,11380,Undirected,255957,,,14
14465,11465,Undirected,281150,,,14
14874,10528,Undirected,285366,,,14
15394,10560,Undirected,274767,,,14
15394,10577,Undirected,274775,,,14
15394,12588,Undirected,299060,,,14
15394,15251,Undirected,286909,,,14
15696,12299,Undirected,278120,,,14
15940,10806,Undirected,282235,,,14
16230,10532,Undirected,286286,,,14
10472,17488,Undirected,342983,,,13
10476,10675,Undirected,227915,,,13
10476,10716,Undirected,228137,,,13
10476,11236,Undirected,226825,,,13
10476,11428,Undirected,243750,,,13
10476,11929,Undirected,231512,,,13
10477,10625,Undirected,239813,,,13
10494,13610,Undirected,248750,,,13
10495,10488,Undirected,224155,,,13
10495,10507,Undirected,231666,,,13
10499,10556,Undirected,256901,,,13
10499,10577,Undirected,254620,,,13
10500,10679,Undirected,241896,,,13
10504,10525,Undirected,236608,,,13
10504,10532,Undirected,259980,,,13
10504,10632,Undirected,254283,,,13
10504,11873,Undirected,257151,,,13
10504,11922,Undirected,259970,,,13
10504,17819,Undirected,313375,,,13
10521,10656,Undirected,248678,,,13
10525,10769,Undirected,230810,,,13
10526,11971,Undirected,233692,,,13
10526,14874,Undirected,270894,,,13
10528,10558,Undirected,239914,,,13
10530,11578,Undirected,240948,,,13
10530,12854,Undirected,240246,,,13
10530,12855,Undirected,240175,,,13
10532,10560,Undirected,258515,,,13
10532,10679,Undirected,226322,,,13
10532,10845,Undirected,248761,,,13
10532,12096,Undirected,255443,,,13
10533,10570,Undirected,245639,,,13
10535,10609,Undirected,232434,,,13
10535,11504,Undirected,228549,,,13
10535,13524,Undirected,247574,,,13
10535,13525,Undirected,247575,,,13
10536,10530,Undirected,261615,,,13
10536,10577,Undirected,247052,,,13
10536,11263,Undirected,243624,,,13
10537,10845,Undirected,251816,,,13
10538,10472,Undirected,390460,,,13
10539,10994,Undirected,235743,,,13
10541,11000,Undirected,225968,,,13
10541,11247,Undirected,229001,,,13
10541,11428,Undirected,272542,,,13
10541,11506,Undirected,228588,,,13
10541,12500,Undirected,251295,,,13
10541,13023,Undirected,244449,,,13
10541,13527,Undirected,256551,,,13
10542,10632,Undirected,254240,,,13
10551,10529,Undirected,258292,,,13
10551,11374,Undirected,228069,,,13
10551,12065,Undirected,244984,,,13
10551,13519,Undirected,247606,,,13
10552,10542,Undirected,262121,,,13
10552,11289,Undirected,236951,,,13
10553,10538,Undirected,246718,,,13
10553,10577,Undirected,235657,,,13
10553,10638,Undirected,257920,,,13
10553,11674,Undirected,237747,,,13
10556,10839,Undirected,259946,,,13
10556,11507,Undirected,257671,,,13
10556,12130,Undirected,256918,,,13
10556,12304,Undirected,255038,,,13
10556,12307,Undirected,259951,,,13
10556,12319,Undirected,282148,,,13
10556,12713,Undirected,239209,,,13
10556,14379,Undirected,264880,,,13
10556,15652,Undirected,277676,,,13
10556,15699,Undirected,283650,,,13
10557,10538,Undirected,260624,,,13
10557,11216,Undirected,242789,,,13
10557,11375,Undirected,234288,,,13
10558,11823,Undirected,236087,,,13
10558,12306,Undirected,259155,,,13
10559,11088,Undirected,282015,,,13
10560,10791,Undirected,245707,,,13
10561,10632,Undirected,254332,,,13
10561,10843,Undirected,236532,,,13
10561,12136,Undirected,269488,,,13
10561,12745,Undirected,266536,,,13
10565,10526,Undirected,248079,,,13
10565,10844,Undirected,233714,,,13
10565,11082,Undirected,240304,,,13
10565,11217,Undirected,240337,,,13
10565,11995,Undirected,242828,,,13
10566,10535,Undirected,225346,,,13
10566,10539,Undirected,260173,,,13
10566,10771,Undirected,274865,,,13
10566,10953,Undirected,242496,,,13
10566,12042,Undirected,274807,,,13
10566,15394,Undirected,280617,,,13
10570,10704,Undirected,296306,,,13
10570,11564,Undirected,260742,,,13
10570,11748,Undirected,236213,,,13
10571,11032,Undirected,235444,,,13
10571,11433,Undirected,228128,,,13
10571,13396,Undirected,246060,,,13
10575,10632,Undirected,258742,,,13
10575,10802,Undirected,266763,,,13
10575,12991,Undirected,279993,,,13
10575,15394,Undirected,274642,,,13
10577,10535,Undirected,244077,,,13
10577,10803,Undirected,276127,,,13
10577,10843,Undirected,236457,,,13
10577,10953,Undirected,242192,,,13
10577,15648,Undirected,301486,,,13
10614,11244,Undirected,314476,,,13
10625,10504,Undirected,269944,,,13
10625,10560,Undirected,244079,,,13
10625,10640,Undirected,313989,,,13
10625,10702,Undirected,225504,,,13
10625,11012,Undirected,272554,,,13
10628,10535,Undirected,232883,,,13
10632,10679,Undirected,254207,,,13
10638,10589,Undirected,240713,,,13
10638,10590,Undirected,250949,,,13
10638,10721,Undirected,227961,,,13
10638,10733,Undirected,227067,,,13
10638,10742,Undirected,227055,,,13
10638,10838,Undirected,242301,,,13
10638,11015,Undirected,226040,,,13
10640,10738,Undirected,297309,,,13
10641,10637,Undirected,230555,,,13
10641,11578,Undirected,240953,,,13
10644,10667,Undirected,248840,,,13
10645,10594,Undirected,247970,,,13
10645,12704,Undirected,239157,,,13
10656,10553,Undirected,232934,,,13
10656,10557,Undirected,233494,,,13
10668,10532,Undirected,232598,,,13
10679,10598,Undirected,238517,,,13
10679,12595,Undirected,238620,,,13
10679,13031,Undirected,254208,,,13
10685,10687,Undirected,231168,,,13
10686,10687,Undirected,225043,,,13
10689,12064,Undirected,274380,,,13
10698,12538,Undirected,237964,,,13
10698,13104,Undirected,243203,,,13
10706,10855,Undirected,249164,,,13
10711,10873,Undirected,226309,,,13
10711,11067,Undirected,226227,,,13
10711,13747,Undirected,266887,,,13
10711,15645,Undirected,280932,,,13
10722,10936,Undirected,309974,,,13
10727,10521,Undirected,241031,,,13
10729,10566,Undirected,247423,,,13
10729,10711,Undirected,224960,,,13
10736,10560,Undirected,274837,,,13
10738,11140,Undirected,232322,,,13
10769,14414,Undirected,256252,,,13
10771,10575,Undirected,254470,,,13
10774,10535,Undirected,235736,,,13
10774,10536,Undirected,260034,,,13
10774,10738,Undirected,260036,,,13
10774,11748,Undirected,236218,,,13
10774,11815,Undirected,236219,,,13
10789,11939,Undirected,269143,,,13
10790,11269,Undirected,254628,,,13
10790,11469,Undirected,239378,,,13
10794,10504,Undirected,225289,,,13
10800,10711,Undirected,258879,,,13
10800,11374,Undirected,298970,,,13
10802,10813,Undirected,277864,,,13
10804,10547,Undirected,232640,,,13
10804,10595,Undirected,244432,,,13
10804,10783,Undirected,229356,,,13
10805,10569,Undirected,287435,,,13
10805,10769,Undirected,225236,,,13
10805,10790,Undirected,266733,,,13
10806,10789,Undirected,283373,,,13
10813,10803,Undirected,238735,,,13
10818,10551,Undirected,264870,,,13
10818,10747,Undirected,252671,,,13
10818,14040,Undirected,252081,,,13
10825,10565,Undirected,273171,,,13
10827,11247,Undirected,230016,,,13
10829,11972,Undirected,239119,,,13
10843,10537,Undirected,241480,,,13
10843,10953,Undirected,262025,,,13
10843,12003,Undirected,268822,,,13
10844,11025,Undirected,228641,,,13
10846,11520,Undirected,234681,,,13
10857,10689,Undirected,276952,,,13
10861,10706,Undirected,238562,,,13
10891,10529,Undirected,360837,,,13
10891,10888,Undirected,273747,,,13
